"Edad","Fuerza","Velocidad","Lesiones","Vision","Resistencia","Agilidad","CapacidadDecision","prediction(DeportePrimario)"
16.6,3,4,1,0,3,36,8,"Futbol"
16.9,1,1,1,3,5,22,21,"Rugby"
15.2,5,4,1,2,3,40,40,"Futbol"
18.1,4,2,0,1,3,25,100,"Basketball"
16.1,4,1,0,3,5,28,50,"Rugby"
16.3,4,2,1,2,3,42,42,"Futbol"
17.8,5,1,1,2,5,32,35,"Futbol"
17.2,5,5,1,3,5,35,43,"Futbol"
18.7,7,1,1,2,5,40,37,"Futbol"
15.5,1,1,1,2,3,33,2,"Futbol"
14.0,3,1,1,0,3,46,29,"Futbol"
15.4,1,2,1,0,3,26,15,"Voleibol"
15.3,5,1,0,3,0,28,12,"Futbol"
16.5,3,1,0,2,3,32,34,"Rugby"
15.6,3,4,1,0,5,21,80,"Basketball"
18.8,2,0,1,2,1,57,47,"Futbol"
16.5,5,1,1,2,3,42,5,"Futbol"
13.4,3,1,1,0,5,18,2,"Voleibol"
15.8,4,1,1,3,3,26,18,"Futbol"
17.3,3,6,0,3,5,18,35,"Rugby"
18.5,6,4,1,0,3,34,11,"Futbol"
18.1,3,1,0,3,3,48,4,"Futbol"
13.3,4,5,1,2,1,69,4,"Futbol"
17.7,4,2,0,0,3,28,4,"Voleibol"
16.9,4,1,0,0,1,40,4,"Futbol"
16.3,4,5,1,1,1,52,7,"Futbol"
14.3,4,1,0,0,3,33,55,"Futbol"
13.1,5,2,0,2,5,28,21,"Futbol"
18.3,1,1,0,3,5,19,50,"Rugby"
18.0,3,1,1,2,3,48,8,"Futbol"
17.4,4,4,0,2,1,36,40,"Futbol"
14.6,5,2,1,0,3,47,45,"Futbol"
16.4,7,2,1,0,3,41,8,"Futbol"
15.6,3,2,1,0,3,38,4,"Voleibol"
16.9,4,1,1,0,5,29,47,"Voleibol"
16.7,7,1,0,1,1,46,0,"Futbol"
16.2,3,2,0,1,5,27,54,"Basketball"
14.9,3,1,1,0,3,40,39,"Futbol"
16.6,7,1,0,2,1,45,29,"Futbol"
18.6,2,2,0,2,5,27,61,"Rugby"
14.3,1,1,1,3,5,18,40,"Rugby"
17.0,5,1,1,0,3,55,35,"Futbol"
14.2,1,2,0,3,5,19,19,"Rugby"
15.5,5,1,0,2,5,27,64,"Basketball"
13.7,3,1,1,3,5,21,54,"Rugby"
18.9,3,6,0,3,5,22,18,"Rugby"
13.5,4,2,1,0,4,35,54,"Futbol"
15.6,5,2,1,3,1,47,0,"Futbol"
14.3,3,6,1,2,3,37,17,"Futbol"
16.9,3,1,0,0,1,43,18,"Futbol"
14.7,4,2,1,0,1,37,40,"Futbol"
17.9,5,2,0,3,5,30,75,"Basketball"
15.1,4,1,1,0,5,38,8,"Voleibol"
18.9,5,4,0,0,3,29,43,"Futbol"
17.5,7,1,1,0,3,39,17,"Futbol"
18.4,5,1,1,3,5,25,29,"Rugby"
15.1,4,1,1,0,3,31,29,"Futbol"
16.1,3,2,1,0,5,39,20,"Voleibol"
18.9,4,4,1,0,5,35,4,"Voleibol"
18.8,6,1,1,0,3,45,4,"Voleibol"
17.9,1,2,0,2,1,37,7,"Rugby"
13.6,3,2,1,3,5,22,50,"Rugby"
14.0,5,2,1,1,3,33,29,"Futbol"
14.7,4,3,1,3,5,26,24,"Futbol"
18.0,3,1,1,2,1,39,29,"Futbol"
15.1,3,1,0,3,3,32,33,"Rugby"
16.5,5,1,0,0,3,35,40,"Futbol"
16.2,5,1,1,0,3,42,87,"Basketball"
16.3,3,1,0,3,5,42,4,"Futbol"
18.5,4,1,1,3,3,39,54,"Rugby"
18.3,4,1,1,2,3,42,8,"Futbol"
17.3,1,2,1,3,5,22,45,"Rugby"
18.3,4,3,1,0,5,24,93,"Basketball"
16.3,4,1,0,0,1,49,4,"Futbol"
18.3,3,1,0,3,5,19,55,"Rugby"
15.3,2,1,1,2,3,44,31,"Futbol"
15.4,4,6,1,0,5,31,28,"Voleibol"
14.7,4,1,1,0,3,33,30,"Futbol"
15.5,1,2,0,3,5,15,8,"Rugby"
16.7,2,2,1,3,1,50,7,"Futbol"
18.2,3,2,0,3,5,21,4,"Rugby"
15.8,1,6,1,2,1,37,58,"Futbol"
13.3,2,1,1,2,3,24,5,"Futbol"
15.4,5,2,1,0,5,23,40,"Voleibol"
17.1,7,1,1,0,3,53,12,"Futbol"
17.9,3,1,0,0,5,22,4,"Voleibol"
16.3,5,1,1,2,3,35,27,"Futbol"
14.6,3,2,0,3,5,19,35,"Rugby"
14.9,4,1,0,0,6,60,40,"Voleibol"
14.5,4,1,1,0,3,42,40,"Futbol"
15.9,2,3,1,2,5,34,4,"Futbol"
17.1,3,6,1,0,3,30,34,"Futbol"
14.9,2,1,1,2,3,45,7,"Futbol"
15.6,1,1,0,3,5,17,19,"Rugby"
16.7,3,1,0,3,5,19,28,"Rugby"
16.1,6,1,1,3,3,46,50,"Futbol"
13.2,3,5,1,3,5,18,21,"Futbol"
16.5,7,1,1,1,3,36,29,"Futbol"
14.7,4,2,1,2,3,28,48,"Futbol"
14.0,7,1,0,2,5,47,30,"Futbol"
13.0,3,0,1,3,5,25,39,"Rugby"
16.9,4,2,1,0,3,25,43,"Futbol"
18.6,3,2,1,3,1,26,25,"Rugby"
13.4,3,1,1,0,3,63,22,"Futbol"
17.7,4,1,1,0,5,23,11,"Voleibol"
17.9,4,1,1,0,3,33,19,"Voleibol"
16.7,5,2,1,2,3,32,4,"Futbol"
13.5,7,1,0,2,3,33,33,"Futbol"
15.5,3,2,0,3,5,22,20,"Rugby"
13.4,4,1,0,2,5,41,6,"Futbol"
17.3,1,1,1,3,5,23,72,"Rugby"
15.6,3,1,1,3,5,43,103,"Basketball"
18.6,3,1,0,3,5,19,41,"Rugby"
16.7,4,1,0,1,1,41,43,"Futbol"
17.6,4,4,1,0,5,25,28,"Voleibol"
18.9,3,1,1,0,6,22,29,"Voleibol"
15.0,4,6,1,0,5,23,54,"Basketball"
14.4,3,5,1,1,3,24,15,"Futbol"
17.5,3,1,1,1,5,25,40,"Basketball"
17.4,3,0,0,1,3,43,7,"Futbol"
16.6,5,2,0,2,3,30,55,"Rugby"
13.6,4,1,1,1,5,46,63,"Futbol"
17.5,3,2,1,3,5,18,30,"Rugby"
16.8,4,2,0,0,3,40,4,"Voleibol"
18.3,4,5,1,1,3,39,43,"Futbol"
14.7,7,1,1,2,3,34,8,"Futbol"
16.2,4,2,1,2,3,57,32,"Futbol"
16.9,5,6,1,1,3,40,55,"Futbol"
18.2,3,2,1,3,5,24,13,"Rugby"
16.0,1,3,0,0,3,25,11,"Voleibol"
17.1,4,1,1,0,5,27,56,"Basketball"
16.8,4,1,1,0,3,26,32,"Futbol"
14.9,3,4,0,3,5,19,35,"Rugby"
15.2,5,3,0,3,5,27,11,"Futbol"
18.1,3,1,0,0,5,35,18,"Voleibol"
18.6,3,4,1,0,5,24,7,"Voleibol"
15.0,3,1,0,2,3,46,50,"Futbol"
19.0,4,1,0,2,5,21,47,"Rugby"
15.3,1,2,1,2,3,62,70,"Futbol"
13.1,4,1,1,3,5,22,29,"Futbol"
17.0,4,1,1,1,3,47,32,"Futbol"
14.4,4,4,1,1,5,27,99,"Basketball"
17.0,5,6,0,0,3,36,84,"Basketball"
18.7,1,1,0,3,3,18,44,"Rugby"
14.9,4,2,0,2,1,38,40,"Futbol"
15.1,3,2,1,3,5,24,7,"Rugby"
16.9,4,1,1,0,3,36,8,"Voleibol"
16.7,2,1,1,2,1,50,8,"Futbol"
17.9,5,2,0,3,3,39,39,"Futbol"
17.3,4,1,0,2,3,29,8,"Futbol"
17.4,3,0,1,2,1,52,4,"Futbol"
15.1,3,2,1,0,3,31,4,"Voleibol"
16.0,4,5,1,0,5,40,40,"Voleibol"
13.9,7,5,0,2,3,52,40,"Futbol"
14.9,4,5,1,0,3,51,34,"Futbol"
15.9,5,0,1,1,3,38,32,"Futbol"
18.7,4,2,1,1,3,35,40,"Futbol"
16.7,3,2,0,3,5,24,50,"Rugby"
18.6,1,1,0,3,5,18,28,"Rugby"
13.3,1,3,0,3,5,15,54,"Rugby"
17.4,6,6,1,2,5,37,72,"Basketball"
14.7,4,2,1,3,5,23,8,"Futbol"
17.1,1,1,0,0,5,43,45,"Basketball"
17.3,4,2,0,0,0,35,19,"Futbol"
16.8,7,1,1,1,3,60,4,"Futbol"
15.0,1,2,1,3,5,20,55,"Rugby"
15.8,3,1,1,3,5,21,40,"Rugby"
13.1,4,6,0,3,3,23,16,"Futbol"
18.6,3,2,1,2,5,22,3,"Rugby"
14.0,5,0,0,1,5,47,59,"Basketball"
15.9,4,1,0,0,3,51,29,"Futbol"
17.6,2,1,1,1,4,27,29,"Rugby"
18.3,4,1,0,0,5,36,4,"Voleibol"
13.2,3,6,0,3,5,21,48,"Basketball"
14.9,4,6,0,2,1,46,43,"Futbol"
17.5,3,2,0,3,1,27,40,"Rugby"
17.2,5,3,1,1,5,36,19,"Futbol"
17.9,5,1,0,2,0,33,4,"Futbol"
14.5,5,4,0,0,3,49,15,"Futbol"
18.7,3,4,0,0,5,20,54,"Basketball"
13.8,5,6,1,1,6,52,15,"Futbol"
